Sr. No.,utterance_text,topic,mi_quality
8368,"""And let's talk some more about wine.""",smoking cessation; reducing alcohol consumption,0
8369,Can I drink a glass of wine every day?,smoking cessation; reducing alcohol consumption,0
8370,And let's talk some more about wine. You keep throwing wine into the conflab. It sounds like it's become a significant part of your daily routine. How much are you drinking?,smoking cessation; reducing alcohol consumption,0
8371,"it Your drinking and your tobacco use we You You You the plan for alcohol confirmed that, I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we've already talked about your plan for smoking. You're going home. You're throwing out your cigarettes. You're putting on the patches. What's the plan for the alcohol?",smoking cessation; reducing alcohol consumption,0
8372,"transfer Formal to Casual: I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we've already talked about your plan for smoking. You're going home. You're throwing out your cigarettes. You're putting on the patches. What's the plan for the alcohol?",smoking cessation; reducing alcohol consumption,0
8373,"I don't want to be hard on you, Hailey, but I have to tell you, it's a big deal. I'm warning you, and you have to stop drinking and smoking. we talked about your plan to smoke. you're going home. you throw out the cigarette. you put the patches on. what's the plan for the booze?",smoking cessation; reducing alcohol consumption,0
8374,"I'm trying not to be hard on you, Hailey, but I have to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we already discussed your plan for smoking. You are going home. You throw out your cigarettes. You put patches on it. What is the alcohol plan?",smoking cessation; reducing alcohol consumption,0
8375,"I'm not trying to be tough on you, Hailey, but I have to tell you as a position that it's a very big deal. Your drinking and your tobacco use are red flags for me and they have to stop right away. So we've already talked about your plan for smoking. You're going home. You're throwing away your cigarettes. You're putting the patches on. What's the plan for the alcohol?",smoking cessation; reducing alcohol consumption,0
8376,"I'm trying not obviously to be hard on you, Hailey, but I've I feel got probably to tell you as a position, it's maybe a I guess very big I mean deal. Your drinking and your tobacco use naturally are red flags for me most likely and they need to umm stop immediately. So we've already talked about your plan In my opinion for I mean smoking. You're going home. You're throwing out your I feel cigarettes. uhm You're putting on the that is patches. What's the plan for the alcohol?",smoking cessation; reducing alcohol consumption,0
8377,I'm trying not to be hard on you.,smoking cessation; reducing alcohol consumption,0
8378,How do you deal with your drinking and tobacco use?,smoking cessation; reducing alcohol consumption,0
8379,How do you deal with your drinking and smoking?,smoking cessation; reducing alcohol consumption,0
8380,Do you know what is the plan for alcohol?,smoking cessation; reducing alcohol consumption,0
8381,How do you deal with your drinking and tobacco use and why?,smoking cessation; reducing alcohol consumption,0
8382,"I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your salmon and trout use are red flags for me and they need to stop dreckly. So we've already talked about your plan for smoking. You're going home. You're throwing out your coffin nails. You're putting on the patches. What's the plan for the poison?",smoking cessation; reducing alcohol consumption,0
8383,"That you That I confirmed that, No, wait a minute. That has everything to do with what we're talking about. I can't believe at the end of this appointment, you're just slipping in the fact that you've resumed smoking again. That's very, very important information for me to know. And I'd like to spend some time talking about it now.",smoking cessation; reducing alcohol consumption,0
8384,"no, wait a minute, that has everything to do with what we're talking about, I can't believe at the end of this appointment",smoking cessation; reducing alcohol consumption,0
8385,"wait a minute, I'll take a look. it's all about what we're talking about. I'm sure you'll be smoking again at the end of the meeting, but I'm not sure you'll be smoking again. it's very important information for me. now I'd like to talk about it.",smoking cessation; reducing alcohol consumption,0
8386,"Nah wait a minute. What we are talking about is that. That has everything to do with it. cant believe at the end of this appointment, yall just slipped back into the fact that yall are smoking again. Thats very, very important information. And I wouldnt mind spending some time talking about it now",smoking cessation; reducing alcohol consumption,0
8387,"No, wait a minute, it's all to do with what we're talking about. I can't believe it at the end of this appointment, you just slip into the fact that you've started smoking again. That's a very, very important piece of information for me that I need to know, and I'd like to spend some time talking about it now.",smoking cessation; reducing alcohol consumption,0
8388,"No, wait a actually minute. uhm That has everything to do with what I assume we're that is talking about. like I possibly can't believe possibly at the err end err of this appointment, naturally you're just slipping in the naturally fact most likely that you've resumed smoking In my opinion again. That's very, very important information for me to know. And I'd like to spend some time talking about it now.",smoking cessation; reducing alcohol consumption,0
8389,"No, wait a minute. That has everything to do with what we're talking about.",smoking cessation; reducing alcohol consumption,0
8390,That has everything to do with what we're talking about.,smoking cessation; reducing alcohol consumption,0
8391,How do you know that you've resumed smoking again?,smoking cessation; reducing alcohol consumption,0
8392,How do you know you've resumed smoking again?,smoking cessation; reducing alcohol consumption,0
8393,How do you know if you've resumed smoking?,smoking cessation; reducing alcohol consumption,0
8394,"No, wait a minute. That has everything to do with what we're talking about. I can't believe at the end of this appointment, you're just slipping in the fact that you've resumed smoking again. That's very, very important griff for me to know. And I'd like to spend some time talking about it now.",smoking cessation; reducing alcohol consumption,0
8395,"You you you I confirmed that, Come on, Hailey. You're here because you thought he had pneumonia. You're telling me that Jake can't breathe, you're concerned about his breathing. And then you just slip in the fact that you're smoking cigarettes and you think there's no relationship? Do I really need to review all the risks of smoking in front of your-your child or exposing him to secondhand smoke not to mention the risks that you're posing to yourself and your own health?",smoking cessation; reducing alcohol consumption,0
8396,"Come on Hailey, you're here because you thought he had pneumonia, you're telling me that Jake can't breathe, you'",smoking cessation; reducing alcohol consumption,0
8397,"come on, Hailey, let's go. you came here because you thought he had pneumonia. you said Jake couldn't breathe, you're worried about his breathing. and then you're just saying you smoke cigarettes and you don't think there's a relationship. do you really want to review the risks of smoking before your baby or exposing him to secondhand smoke?",smoking cessation; reducing alcohol consumption,0
8398,"Hailey. Come back. You are here because you thought he had pneumonia. You tell me Jake can't breathe, you are concerned about his breathing. And then you just slip in the fact that youre smoking cigarettes and think there is no relationship. Do I really need to review all the risks of smoking in front of your-child or exposing him to secondhand smoke?",smoking cessation; reducing alcohol consumption,0
8399,"Come on Hailey. You're here because you think he has pneumonia. You tell me Jake can't breathe, you're worried about his breathing. And then you just slip into the fact that you smoke cigarettes and think there's no relationship? Do I really need to reconsider all the risks of smoking in front of your child or exposing him to second-hand smoke, not to mention the risks you pose to yourself and your own health?",smoking cessation; reducing alcohol consumption,0
8400,"Come on, Hailey. uhm You're here because you thought he had I assume pneumonia. You're telling me that Jake can't breathe, you're concerned about his breathing. And err then you just ahh slip in the naturally fact that you're smoking cigarettes I believe and you think there's no relationship? Do I really that is need to review all the risks of smoking in front of your-your child or exposing him like to that is secondhand smoke not to mention the risks that you're posing to I mean yourself and your own health?",smoking cessation; reducing alcohol consumption,0
8401,How do you know that Jake can't breathe?,smoking cessation; reducing alcohol consumption,0
8402,I'm here because you thought Jake had pneumonia.,smoking cessation; reducing alcohol consumption,0
8403,How do I know that you're smoking cigarettes and that Jake can't breathe?,smoking cessation; reducing alcohol consumption,0
8404,How do I know that you're smoking cigarettes in front of my child?,smoking cessation; reducing alcohol consumption,0
8405,How do I know that you're smoking cigarettes?,smoking cessation; reducing alcohol consumption,0
8406,"Come on, Hailey. You're here because you thought he had pneumonia. You're telling me that Jake can't breathe, you're stuffed about his breathing. And then you just slip in the fact that you're smoking cigs and you think there's no relationship? Do I really need to review all the punts of smoking in front of your-your chavvy or exposing him to secondhand smoke not to mention the punts that you're posing to yourself and your own health?",smoking cessation; reducing alcohol consumption,0
8407,"You It you confirmed that, And let's talk some more about wine. You keep throwing wine into the conversation. It sounds like it's become a significant part of your daily routine. How much are you drinking?",smoking cessation; reducing alcohol consumption,0
8408,and let's talk some more about wine...you keep throwing wine into the conversation...sounds like it's become a significant part of your,smoking cessation; reducing alcohol consumption,0
8409,and let's talk about wine. you're still talking about wine. it seems to be a daily routine. how much do you drink?,smoking cessation; reducing alcohol consumption,0
8410,And lets talk some more about wine. You keep throwing wine in the conversation. It sounds like it's become a significant part of your daily routine. How much are you drinking?,smoking cessation; reducing alcohol consumption,0
8411,And let's say a few more words about wine. You keep throwing wine into the conversation. It sounds as if it has become an important part of your everyday life.,smoking cessation; reducing alcohol consumption,0
8412,And let's talk perhaps some more about wine. uhm You keep throwing wine into the conversation. It sounds like it's become a significant naturally part of your daily routine. How ahh much are you I believe drinking?,smoking cessation; reducing alcohol consumption,0
8413,Let's talk about wine. You keep throwing wine into the conversation. How much is it?,smoking cessation; reducing alcohol consumption,0
8414,Let's talk about wine. You keep throwing wine into conversation. How much is it?,smoking cessation; reducing alcohol consumption,0
8415,And let's talk some more about wine. It sounds like it's becoming a significant part of your daily routine. How much is it?,smoking cessation; reducing alcohol consumption,0
8416,"""And let's talk some more about wine.""",smoking cessation; reducing alcohol consumption,0
8417,Can I drink a glass of wine every day?,smoking cessation; reducing alcohol consumption,0
8418,And let's talk some more about wine. You keep throwing wine into the conflab. It sounds like it's become a significant part of your daily routine. How much are you drinking?,smoking cessation; reducing alcohol consumption,0
8419,"it Your drinking and your tobacco use we You You You the plan for alcohol confirmed that, I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we've already talked about your plan for smoking. You're going home. You're throwing out your cigarettes. You're putting on the patches. What's the plan for the alcohol?",smoking cessation; reducing alcohol consumption,0
8420,"transfer Formal to Casual: I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we've already talked about your plan for smoking. You're going home. You're throwing out your cigarettes. You're putting on the patches. What's the plan for the alcohol?",smoking cessation; reducing alcohol consumption,0
8421,"I don't want to be hard on you, Hailey, but I have to tell you, it's a big deal. I'm warning you, and you have to stop drinking and smoking. we talked about your plan to smoke. you're going home. you throw out the cigarette. you put the patches on. what's the plan for the booze?",smoking cessation; reducing alcohol consumption,0
8422,"I'm trying not to be hard on you, Hailey, but I have to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we already discussed your plan for smoking. You are going home. You throw out your cigarettes. You put patches on it. What is the alcohol plan?",smoking cessation; reducing alcohol consumption,0
8423,"I'm not trying to be tough on you, Hailey, but I have to tell you as a position that it's a very big deal. Your drinking and your tobacco use are red flags for me and they have to stop right away. So we've already talked about your plan for smoking. You're going home. You're throwing away your cigarettes. You're putting the patches on. What's the plan for the alcohol?",smoking cessation; reducing alcohol consumption,0
8424,"I'm trying not obviously to be hard on you, Hailey, but I've I feel got probably to tell you as a position, it's maybe a I guess very big I mean deal. Your drinking and your tobacco use naturally are red flags for me most likely and they need to umm stop immediately. So we've already talked about your plan In my opinion for I mean smoking. You're going home. You're throwing out your I feel cigarettes. uhm You're putting on the that is patches. What's the plan for the alcohol?",smoking cessation; reducing alcohol consumption,0
8425,I'm trying not to be hard on you.,smoking cessation; reducing alcohol consumption,0
8426,How do you deal with your drinking and tobacco use?,smoking cessation; reducing alcohol consumption,0
8427,How do you deal with your drinking and smoking?,smoking cessation; reducing alcohol consumption,0
8428,Do you know what is the plan for alcohol?,smoking cessation; reducing alcohol consumption,0
8429,How do you deal with your drinking and tobacco use and why?,smoking cessation; reducing alcohol consumption,0
8430,"I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your salmon and trout use are red flags for me and they need to stop dreckly. So we've already talked about your plan for smoking. You're going home. You're throwing out your coffin nails. You're putting on the patches. What's the plan for the poison?",smoking cessation; reducing alcohol consumption,0
8431,"That you That I confirmed that, No, wait a minute. That has everything to do with what we're talking about. I can't believe at the end of this appointment, you're just slipping in the fact that you've resumed smoking again. That's very, very important information for me to know. And I'd like to spend some time talking about it now.",smoking cessation; reducing alcohol consumption,0
8432,"no, wait a minute, that has everything to do with what we're talking about, I can't believe at the end of this appointment",smoking cessation; reducing alcohol consumption,0
8433,"wait a minute, I'll take a look. it's all about what we're talking about. I'm sure you'll be smoking again at the end of the meeting, but I'm not sure you'll be smoking again. it's very important information for me. now I'd like to talk about it.",smoking cessation; reducing alcohol consumption,0
8434,"Nah wait a minute. What we are talking about is that. That has everything to do with it. cant believe at the end of this appointment, yall just slipped back into the fact that yall are smoking again. Thats very, very important information. And I wouldnt mind spending some time talking about it now",smoking cessation; reducing alcohol consumption,0
8435,"No, wait a minute, it's all to do with what we're talking about. I can't believe it at the end of this appointment, you just slip into the fact that you've started smoking again. That's a very, very important piece of information for me that I need to know, and I'd like to spend some time talking about it now.",smoking cessation; reducing alcohol consumption,0
8436,"No, wait a actually minute. uhm That has everything to do with what I assume we're that is talking about. like I possibly can't believe possibly at the err end err of this appointment, naturally you're just slipping in the naturally fact most likely that you've resumed smoking In my opinion again. That's very, very important information for me to know. And I'd like to spend some time talking about it now.",smoking cessation; reducing alcohol consumption,0
8437,"No, wait a minute. That has everything to do with what we're talking about.",smoking cessation; reducing alcohol consumption,0
8438,That has everything to do with what we're talking about.,smoking cessation; reducing alcohol consumption,0
8439,How do you know that you've resumed smoking again?,smoking cessation; reducing alcohol consumption,0
8440,How do you know you've resumed smoking again?,smoking cessation; reducing alcohol consumption,0
8441,How do you know if you've resumed smoking?,smoking cessation; reducing alcohol consumption,0
8442,"No, wait a minute. That has everything to do with what we're talking about. I can't believe at the end of this appointment, you're just slipping in the fact that you've resumed smoking again. That's very, very important griff for me to know. And I'd like to spend some time talking about it now.",smoking cessation; reducing alcohol consumption,0
8443,"You you you I confirmed that, Come on, Hailey. You're here because you thought he had pneumonia. You're telling me that Jake can't breathe, you're concerned about his breathing. And then you just slip in the fact that you're smoking cigarettes and you think there's no relationship? Do I really need to review all the risks of smoking in front of your-your child or exposing him to secondhand smoke not to mention the risks that you're posing to yourself and your own health?",smoking cessation; reducing alcohol consumption,0
8444,"Come on Hailey, you're here because you thought he had pneumonia, you're telling me that Jake can't breathe, you'",smoking cessation; reducing alcohol consumption,0
8445,"come on, Hailey, let's go. you came here because you thought he had pneumonia. you said Jake couldn't breathe, you're worried about his breathing. and then you're just saying you smoke cigarettes and you don't think there's a relationship. do you really want to review the risks of smoking before your baby or exposing him to secondhand smoke?",smoking cessation; reducing alcohol consumption,0
8446,"Hailey. Come back. You are here because you thought he had pneumonia. You tell me Jake can't breathe, you are concerned about his breathing. And then you just slip in the fact that youre smoking cigarettes and think there is no relationship. Do I really need to review all the risks of smoking in front of your-child or exposing him to secondhand smoke?",smoking cessation; reducing alcohol consumption,0
8447,"Come on Hailey. You're here because you think he has pneumonia. You tell me Jake can't breathe, you're worried about his breathing. And then you just slip into the fact that you smoke cigarettes and think there's no relationship? Do I really need to reconsider all the risks of smoking in front of your child or exposing him to second-hand smoke, not to mention the risks you pose to yourself and your own health?",smoking cessation; reducing alcohol consumption,0
8448,"Come on, Hailey. uhm You're here because you thought he had I assume pneumonia. You're telling me that Jake can't breathe, you're concerned about his breathing. And err then you just ahh slip in the naturally fact that you're smoking cigarettes I believe and you think there's no relationship? Do I really that is need to review all the risks of smoking in front of your-your child or exposing him like to that is secondhand smoke not to mention the risks that you're posing to I mean yourself and your own health?",smoking cessation; reducing alcohol consumption,0
8449,How do you know that Jake can't breathe?,smoking cessation; reducing alcohol consumption,0
8450,I'm here because you thought Jake had pneumonia.,smoking cessation; reducing alcohol consumption,0
8451,How do I know that you're smoking cigarettes and that Jake can't breathe?,smoking cessation; reducing alcohol consumption,0
8452,How do I know that you're smoking cigarettes in front of my child?,smoking cessation; reducing alcohol consumption,0
8453,How do I know that you're smoking cigarettes?,smoking cessation; reducing alcohol consumption,0
8454,"Come on, Hailey. You're here because you thought he had pneumonia. You're telling me that Jake can't breathe, you're stuffed about his breathing. And then you just slip in the fact that you're smoking cigs and you think there's no relationship? Do I really need to review all the punts of smoking in front of your-your chavvy or exposing him to secondhand smoke not to mention the punts that you're posing to yourself and your own health?",smoking cessation; reducing alcohol consumption,0
8455,"You It you confirmed that, And let's talk some more about wine. You keep throwing wine into the conversation. It sounds like it's become a significant part of your daily routine. How much are you drinking?",smoking cessation; reducing alcohol consumption,0
8456,"I confirmed that, Hi, Mrs. Smith. i wanted to let you know that at this appointment, we're gonna be giving Lilly some vaccines.",taking medicine / following medical procedure,1
8457,"Hey Mrs. Smith, I just wanted to let you know that at this appointment, we're gonna be giving Lilly some vaccines.",taking medicine / following medical procedure,1
8458,"hello, Mrs. Smith. Hi. Hi. Hi. we'll give Lilly some vaccines at this meeting.",taking medicine / following medical procedure,1
8459,"Hi Mrs. Smith. At this appointment, I wanted to let you know that we are giving Lilly some vaccines.",taking medicine / following medical procedure,1
8460,"Hello, Mrs. Smith. I wanted to let you know that we will be giving Lilly some vaccinations at this time.",taking medicine / following medical procedure,1
8461,"Hi, Mrs. Smith. In my opinion I wanted In my opinion to let you I guess know that at this appointment, we're gonna be giving Lilly some vaccines.",taking medicine / following medical procedure,1
8462,"Hi, Mrs. Smith. I wanted to let you know that we're giving Lilly some vaccines.",taking medicine / following medical procedure,1
8463,"Hi Mrs. Smith, I wanted to let you know that we're giving Lilly some vaccines.",taking medicine / following medical procedure,1
8464,"""I want to let you know that we're gonna be giving Lilly some vaccines,"" Smith said.",taking medicine / following medical procedure,1
8465,"""I want to let you know that we're gonna be giving Lilly some vaccines at this appointment.""",taking medicine / following medical procedure,1
8466,"""I want to let you know that we're gonna be giving Lilly some vaccines.",taking medicine / following medical procedure,1
8467,"you confirmed that, Hmm. Can you tell me more about your concerns about vaccines?",taking medicine / following medical procedure,1
8468,transfer Formal to Casual: Hmm. Can you tell me more about your concerns about vaccines?,taking medicine / following medical procedure,1
8469,"well, I'm thinking of something. do you have any concerns about vaccination?",taking medicine / following medical procedure,1
8470,Hmm. Interesting. Can you please share your concerns about vaccines?,taking medicine / following medical procedure,1
8471,Hmm. Can you perhaps tell me more about umm your concerns about vaccines?,taking medicine / following medical procedure,1
8472,Can you tell me more about your views on vaccines?,taking medicine / following medical procedure,1
8473,Is there anything you can tell me about your concerns about vaccines?,taking medicine / following medical procedure,1
8474,What are some of your concerns about vaccines and how do they affect children?,taking medicine / following medical procedure,1
8475,Do you have any concerns about vaccines and why?,taking medicine / following medical procedure,1
8476,Do you have any concerns about vaccines and how they can be used?,taking medicine / following medical procedure,1
8477,"you confirmed that, Okay, so you were thinking that maybe exposing Lily naturally to these diseases would be a better choice than using vaccines to help her get stronger?",taking medicine / following medical procedure,1
8478,ok so you were thinking maybe exposing Lily naturally to these diseases would be a better choice than using vaccines to help her get stronger?,taking medicine / following medical procedure,1
8479,"all right, so you thought it might be better to expose Lily to these diseases than using vaccines to help her?",taking medicine / following medical procedure,1
8480,"Okay, so you thought maybe exposing Lily naturally to these diseases would be a better choice than using vaccines to help her",taking medicine / following medical procedure,1
8481,"Okay, so did you think that maybe it would be a better choice to expose Lily to these diseases naturally than to use vaccinations to help her become stronger?",taking medicine / following medical procedure,1
8482,"Okay, so you perhaps were thinking that maybe probably exposing Lily naturally to these diseases would I assume be like a I feel better choice than using vaccines to I think help her actually get stronger?",taking medicine / following medical procedure,1
8483,So you were thinking that maybe exposing Lily naturally to these diseases would be a better choice than using vaccines to get stronger?,taking medicine / following medical procedure,1
8484,What is the best way to expose Lily to these diseases?,taking medicine / following medical procedure,1
8485,Are you thinking that exposing Lily to these diseases would be a better choice than using vaccines to get stronger?,taking medicine / following medical procedure,1
8486,So you were thinking that maybe exposing Lily naturally to these diseases would be better than using vaccines to get stronger?,taking medicine / following medical procedure,1
8487,Are there any ways to expose Lily to these diseases?,taking medicine / following medical procedure,1
8488,"Okay, so you were thinking that maybe exposing Lily natch to these diseases would be a better choice than using vaccines to help her get stronger?",taking medicine / following medical procedure,1
8489,"That it confirmed that, That's right. Having chickenpox as a child means that you are less likely to have chickenpox as an adult because you've developed a-a natural immunity. Uh, but is it okay if I offer you a little bit more information about the other vaccines that we're- we were going to give her Lily today?",taking medicine / following medical procedure,1
8490,"Yeah, having chickenpox as a kid means you're less likely to have chickenpox as an adult because you've developed",taking medicine / following medical procedure,1
8491,"that's right. as a child, you're less likely to have chickenpox as an adult because you've developed a natural immunity. well, I'd like to tell you a little bit about the other vaccines we're gonna give Lily today?",taking medicine / following medical procedure,1
8492,Thats right. Thats it. That. Having chickenpox as a child means you're less likely to get chickenpox as an adult because you've developed a-a. Uh but is it okay if I offer you a bit more information about the other vaccines that we- we- were going to give her Lily,taking medicine / following medical procedure,1
8493,"That's right. Having chickenpox as a child means that you are less likely to have chickenpox as an adult because you have developed natural immunity. Er, but is it okay if I could offer you a little more information about the other vaccines we have - we would give it lily today?",taking medicine / following medical procedure,1
8494,"That's right. Having I would say chickenpox as a child means that you are less likely to have chickenpox like as I assume an adult because you've developed a-a natural immunity. Uh, but is it okay if err I offer you I feel a little bit I mean more information umm about the other vaccines that we're- we were going I believe to give her Lily I mean today?",taking medicine / following medical procedure,1
8495,Do you think it's okay if I offer you a little bit more information about the other vaccines that we're going to give Lily today?,taking medicine / following medical procedure,1
8496,Do you think it's okay if I offer you some information about the other vaccines that we're going to give Lily today?,taking medicine / following medical procedure,1
8497,Do you think it's okay to give Lily chickenpox as a child because you've developed a natural immunity?,taking medicine / following medical procedure,1
8498,Is it okay if I offer you a little more information about the other vaccines that we're going to give Lily?,taking medicine / following medical procedure,1
8499,That's right. You are less likely to have chickenpox as an adult because you've developed a natural immunity.,taking medicine / following medical procedure,1
8500,"That's right. Having chickenpox as a chavvy means that you are less likely to have chickenpox as an adult because you've developed a-a natural immunity. Uh, but is it okay if I offer you a ickle bit more griff about the other vaccines that we're- we were going to give her Lily today?",taking medicine / following medical procedure,1
8501,"measles Polio it confirmed that, Okay. So, uh, before vaccines were developed, often when children had a natural exposure to some of these diseases, they ended up with, uh, sometimes death, disability, measles caused brain damage and, uh, deafness and blindness. Polio caused, uh, paralysis in children. And so, allowing children to have natural exposure to these diseases, sometimes was a little bit of a gamble, it could be dangerous.",taking medicine / following medical procedure,1
8502,"ok so, uh, before vaccines were developed, often when children had natural exposure to some of these diseases, they ended up with,",taking medicine / following medical procedure,1
8503,"all right, all right, all. they often die, sometimes, when they have a natural exposure to these diseases, they have, uh, sometimes fatal, sometimes fatal, sometimes fatal, sometimes fatal, sometimes fatal, sometimes fatal. Polio has caused paralysis in children. it was a little risky, sometimes, to allow children to be exposed to these diseases.",taking medicine / following medical procedure,1
8504,"okay. ok. ok. Uh, before vaccines were developed, often when children had natural exposure to some of these diseases, they ended up with, uh, sometimes death, deaf,. Polio caused, uh, paralysis in children. And so, allowing children to have natural exposure to these diseases, sometimes was a bit of a gamble, it could be dangerous",taking medicine / following medical procedure,1
8505,"Okay. So, uh, before vaccines were developed, children often, when they had natural contact with some of these diseases, caused death, disability, measles brain damage and, uh, deafness and blindness. Polio caused, uh, paralysis in children. And so it was sometimes a little gamble to allow children natural contact with these diseases, it could be dangerous.",taking medicine / following medical procedure,1
8506,"Okay. So, uh, uhm before vaccines were developed, often when children I guess had a natural exposure to some of these diseases, they ended up err with, err uh, like sometimes death, naturally disability, uhm measles caused brain I believe damage and, uh, deafness and blindness. Polio caused, uh, err paralysis In my opinion in children. And so, allowing children to have natural exposure to these diseases, sometimes was a little bit of a gamble, it could be maybe dangerous.",taking medicine / following medical procedure,1
8507,"So, uh, before vaccines were developed, often when children had natural exposure to some of these diseases, they ended up with, sometimes death, disability, measles caused brain damage and, sometimes deafness and blindness. Polio caused paralysis in children.",taking medicine / following medical procedure,1
8508,"I mean, before vaccines were developed, often children had natural exposure to some of these diseases, they ended up with, sometimes death, disability, measles caused brain damage and, uh, deafness and blindness. Polio caused paralysis in children.",taking medicine / following medical procedure,1
8509,"I mean, before vaccines were developed, often children had natural exposure to some of these diseases and ended up with, uh, sometimes death, disability, measles caused brain damage and deafness and blindness. Polio caused paralysis in children.",taking medicine / following medical procedure,1
8510,"So, sometimes children had natural exposure to some of these diseases.",taking medicine / following medical procedure,1
8511,"Well, that was a little bit of gamble.",taking medicine / following medical procedure,1
8512,"Okay. So, uh, before vaccines were developed, often when chavvies had a natural exposure to some of these diseases, they ended up with, uh, sometimes death, disability, measles caused brain damage and, uh, deafness and blindness. Polio caused, uh, paralysis in chavvies. And so, allowing chavvies to have natural exposure to these diseases, sometimes was a ickle bit of a punt, it could be dangerous.",taking medicine / following medical procedure,1
8513,"it's really important for you to make sure that she's protected, that you make good decisions and do your research before you make any medical decisions",taking medicine / following medical procedure,1
8514,"before you make any decisions about her, you must ensure that she is protected and you make good decisions and research.",taking medicine / following medical procedure,1
8515,Its really important to make sure that she is protected and that you make good decisions and do your research before,taking medicine / following medical procedure,1
8516,It is really important that you make sure she is protected and that you make good decisions and research before you make any medical decisions for her.,taking medicine / following medical procedure,1
8517,It's really important actually for In my opinion you to make I would say sure that she's protected and that you make good decisions and do your I think research before err you I mean make any medical decisions for her.,taking medicine / following medical procedure,1
8518,It's really important for you to make sure that she's protected and that you make good decisions and do your research before making any medical decisions for her.,taking medicine / following medical procedure,1
8519,I think it's really important for you to make sure that she's protected and that you make good decisions and do your research before you make any medical decisions for her.,taking medicine / following medical procedure,1
8520,It's really important to make sure she's protected and that you make good decisions and do your research before you make any medical decisions for her.,taking medicine / following medical procedure,1
8521,Is it important to make sure she's protected and that you make good decisions and do your research before you make any medical decisions for her?,taking medicine / following medical procedure,1
8522,Is it important to make sure she's protected and that you make good decisions and do your research before making any medical decisions for her?,taking medicine / following medical procedure,1
8523,It's really important for you to make sure that she's protected and that you make gradeley decisions and do your research before you make any medical decisions for her.,taking medicine / following medical procedure,1
8524,"I I I confirmed that, Hi, I'm Tonny Brownie, I'm a pharmacist here, uh, and I- and I was wanting to spend just a little time with you talking to you about your cholesterol. I found out you're newly diagnosed and your medicine for your cholesterol.",taking medicine / following medical procedure,1
8525,hi i'm tonny brownie i'm a pharmacist here uh and i and i was wanting to,taking medicine / following medical procedure,1
8526,"hello, I'm Tonny Brownie, I'm a pharmacist, and I- I'd like to talk to you about your cholesterol. you have a new diagnosis and your cholesterol medication.",taking medicine / following medical procedure,1
8527,"Hi, I'm Tonny Brownie, I'm a pharmacist here, uh, and I- and I- was just trying to spend just a little time with you. Found out you are newly diagnosed and your medicine for your cholesterol.",taking medicine / following medical procedure,1
8528,"Hello, I'm Tonny Brownie, I'm a pharmacist here, er, and I just wanted to spend a little time with you to talk to you about your cholesterol. I found out that you were newly diagnosed and your medication for your cholesterol.",taking medicine / following medical procedure,1
8529,"Hi, I'm Tonny uhm Brownie, I'm a pharmacist here, uh, and I- and I was wanting to spend that is just a naturally little time with you talking to I think you about err your cholesterol. I uhm found out you're most likely newly diagnosed and your I would say medicine I mean for your cholesterol.",taking medicine / following medical procedure,1
8530,"Hi, I'm Tonny Brownie. I'm a pharmacist here, uh, and I- and I was wanting to spend just a little time with you talking to you about your cholesterol. I found out you're newly diagnosed and your medicine for your cholesterol has been discontinued.",taking medicine / following medical procedure,1
8531,"Hi, my name is Tonny Brownie, I'm a pharmacist here, uh, and I- and I was just wanted to spend just a little time with you talking to you about your cholesterol. I found out you're newly diagnosed and your medicine for your cholesterol is good.",taking medicine / following medical procedure,1
8532,"I'm Tonny Brownie, a pharmacist here, uh, and I was wanting to spend just a little time with you talking to you about your cholesterol. I found out you're newly diagnosed and your medicine for your cholesterol is good.",taking medicine / following medical procedure,1
8533,"I'm Tonny Brownie, a pharmacist here, uh, and I- and I was wanting to spend a little time with you talking to you about your cholesterol. I found out you're newly diagnosed and your medicine for your cholesterol is good. How can I help?",taking medicine / following medical procedure,1
8534,"I'm Tonny Brownie, a pharmacist here, uh, and I- and I was wanting to spend a little time with you talking to you about your cholesterol. I found out you're newly diagnosed and your medicine for your cholesterol has been discontinued. How can I help you?",taking medicine / following medical procedure,1
8535,"Hi, I'm Tonny Brownie, I'm a pharmacist here, uh, and I- and I was wanting to spend just a ickle time with you talking to you about your cholesterol. I found out you're newly diagnosed and your medicine for your cholesterol.",taking medicine / following medical procedure,1
