Sr. No,utterance_text,mi_quality,topic
4839,"okay. ok. ok. Well, then that sounds like a perfect location for you. Medicines keep best when stored away from light and heat and moisture. What did the doctor say to you in terms of side effects?",0,taking medicine / following medical procedure
4840,"Okay. This sounds like a perfect place for you. Medications work best if they are protected from light, heat, and moisture. What did the doctor tell you about the side effects?",0,taking medicine / following medical procedure
4841,"Okay. Well, then perhaps that sounds like a I feel perfect I assume location I feel for I assume you. possibly Medicines keep maybe best maybe if err they're stored away I think from light actually and heat and moisture. What did the doctor tell you to expect in terms of side effects?",0,taking medicine / following medical procedure
4842,"Well, then that sounds like a perfect location for you. Medicines keep best if stored away from light and heat and moisture. What did the doctor tell you to expect in terms of side effects?",0,taking medicine / following medical procedure
4843,That sounds like a perfect location for you. Medicines keep best if stored away from light and heat and moisture. What did the doctor tell you to expect in terms of side effects?,0,taking medicine / following medical procedure
4844,That sounds like a perfect location for you. Medicines keep best if stored away from light and heat and moisture. What did the doctor tell you in terms of side effects?,0,taking medicine / following medical procedure
4845,How do Medicines keep safe from light and heat and moisture?,0,taking medicine / following medical procedure
4846,What are some of the best places to store medicines?,0,taking medicine / following medical procedure
4847,"Okay. Well, then that sounds like a champion location for you. Medicines keep best if they're stored away from light and heat and moisture. What did the quack tell you to expect in terms of side effects?",0,taking medicine / following medical procedure
4848,"this medication you you this medicine grapefruit juice I confirmed that, All right. Well, this medication is pretty well tolerated, which means it doesn't have very many side effects. But you might experience some mild muscle aches and pains. If they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also this medicine can interact with a lot of other medications, and even over the counter things. So check with the doctor or myself before you start anything new. And lastly, grapefruit juice can interact with cholesterol statin 20. So if you use grapefruit juice every day, I probably would switch to a different juice while you're on this medication.",0,taking medicine / following medical procedure
4849,well this is pretty well tolerated which means it doesn't have very many side effects but you might experience some mild muscle aches and pains,0,taking medicine / following medical procedure
4850,"all right, let's go. Let. it's pretty well tolerated, so there's not much of a side effect. but you may experience a slight weakness and pain. if you think it's really serious, you should talk to Dr. Ferris. other medicines, even over the counter, can interact with this medicine. before you start with something new, talk to your doctor. in addition, grapefruit juice can affect cholesterol levels 20. I'd probably switch to a different juice if you used grapefruit juice every day.",0,taking medicine / following medical procedure
4851,"Ok. Ok. Ok. Ok. Well, this medication is pretty well tolerated, which means it's not very many side effects. But you might experience some mild muscle aches and pains. If they seem severe to you then you should call Dr. Ferris and talk to him about that. Also this medicine can interact with a lot of other medications, and even over the counter things. So check with the doctor or myself before you start anything new. And lastly grapefruit juice can interact with cholesterol statin 20. I probably would switch to a different juice while you on this medication so if you use grapefruit",0,taking medicine / following medical procedure
4852,"Good. Well, this drug is pretty well tolerated, which means it doesn't have many side effects, but you might have some mild muscle pain. If it seems really bad to you, then you should call Dr. Ferris and talk to him about it. Also, this drug can interact with many other medications, and even with over-the-counter things. So, ask your doctor or me before you start anything new. Finally, grapefruit juice can interact with cholesterol statin 20. So if you use grapefruit juice every day, I would probably switch to a different juice while you are taking this medication.",0,taking medicine / following medical procedure
4853,"All right. Well, perhaps this medication is pretty umm well tolerated, which means it doesn't have very I assume many side effects. But you might experience some mild muscle aches and pains. If perhaps they naturally seem really severe to you, most likely then you should call err Dr. Ferris In my opinion and talk to him about that. Also this medicine can interact with a lot of other medications, and even over the counter things. So I feel check that is with the doctor or myself before you start anything new. And err lastly, grapefruit err juice can interact with you know cholesterol statin actually 20. So if you use In my opinion grapefruit juice umm every day, I probably would switch to a different juice while you're on this medication.",0,taking medicine / following medical procedure
4854,"All right. Well, this medication is pretty well tolerated, which means it doesn't have very many side effects. But you might experience some mild muscle aches and pains. If they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also, this medicine can interact with a lot of other medications, and even over the counter things. So check with the doctor or myself before you start anything new. And lastly, grapefruit juice may interact with cholesterol statin 20. So if you're using it every day, I probably would switch to a different juice while you",0,taking medicine / following medical procedure
4855,"All right. And lastly, this medication is pretty well tolerated, which means it doesn't have very many side effects. But you might experience some mild muscle aches and pains. If they seem really severe to you, then you should call Dr. Ferris and talk to him about that. And also this medicine can interact with a lot of other medications, and even over the counter things. So check with the doctor or myself before you start anything new.",0,taking medicine / following medical procedure
4856,"All right. And lastly, this medication is pretty well tolerated, which means it doesn't have very many side effects. But you might experience some mild muscle aches and pains. If they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also, this medicine can interact with a lot of other medications, and even over the counter things. So check with the doctor or myself before you start anything new. And finally, grapefruit juice may interact with the cholesterol statin 20. So if you use grapefruit Juice every day, I probably would switch to a different",0,taking medicine / following medical procedure
4857,"Right. Well, this is pretty well tolerated, which means it doesn't have very many side effects. But you might experience some mild muscle aches and pains if they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also this medicine can interact with a lot of other medications, and even over the counter things. So check with the doctor or myself before you start anything new.",0,taking medicine / following medical procedure
4858,What are the side effects of grapefruit juice?,0,taking medicine / following medical procedure
4859,"All right. Well, this medication is pretty well tolerated, which means it doesn't have very many side effects. But you might experience some mild muscle aches and pains. If they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also this medicine can interact with a lot of other medications, and even over the counter thangs. So check with the quack or myself before you start anything new. And lastly, grapefruit juice can interact with cholesterol statin 20. So if you use grapefruit juice every day, I probably would switch to a different juice while you're on this medication.",0,taking medicine / following medical procedure
4860,"you confirmed that, Just so I know we're on the same page, can you repeat back to me how you'll take this medicine?",0,taking medicine / following medical procedure
4861,just so i know we're on the same page can you repeat back to me how you'll take this medicine?,0,taking medicine / following medical procedure
4862,can you repeat to me what you're gonna do with this medicine?,0,taking medicine / following medical procedure
4863,"Just so I know we have the same page, can you repeat back to me how you will take this medicine?",0,taking medicine / following medical procedure
4864,"So that I know we are on the same page, can you tell me again how you are going to take this medicine?",0,taking medicine / following medical procedure
4865,"Just so I perhaps know we're on the umm same page, can you repeat back to me like how you'll take this medicine?",0,taking medicine / following medical procedure
4866,Can you repeat to me how you take this medicine?,0,taking medicine / following medical procedure
4867,How can I know we're on the same page?,0,taking medicine / following medical procedure
4868,Is there any way you can repeat to me how you take this medicine?,0,taking medicine / following medical procedure
4869,Can you repeat back to me how you take this medicine?,0,taking medicine / following medical procedure
4870,"I'm on the same page, can you repeat to me how you will take this medicine?",0,taking medicine / following medical procedure
4871,"I you confirmed that, Great, Kaylie. I know we went over a lot today. What other questions do you have for me?",0,taking medicine / following medical procedure
4872,"Great Kaylie, I know we went over alot today, what other questions do you have for me?",0,taking medicine / following medical procedure
4873,"all right, Kaylie, it's great. I'm sure we've been through a lot of things today. what else do you want to ask me?",0,taking medicine / following medical procedure
4874,"Great, Kaylie. I know we've been going over a lot today. What other questions would you like me to answer?",0,taking medicine / following medical procedure
4875,"Great, Kaylie. I know we went through a lot today. What other questions do you have for me?",0,taking medicine / following medical procedure
4876,"Great, Kaylie. I perhaps know we went over uhm a lot today. What other questions do like you that is have for you know me?",0,taking medicine / following medical procedure
4877,"Kaylie, what other questions do you have for me?",0,taking medicine / following medical procedure
4878,What other questions do you have for Kaylie?,0,taking medicine / following medical procedure
4879,"Kaylie, what are some other questions you have for me?",0,taking medicine / following medical procedure
4880,What other questions do you have for Kaylie today?,0,taking medicine / following medical procedure
4881,"Kaylie, what other questions can I ask you?",0,taking medicine / following medical procedure
4882,"Gnarly, Kaylie. I know we went over a lot today. What other questions do you have for me?",0,taking medicine / following medical procedure
4883,"I I you I confirmed that, Hello, Kaylie. I'm Lori, the pharmacist here at Bulldog Pharmacy. I see that you have a new medication to pick up today. Called in by Dr. Ferris for cholesterol statin 20. Do you have a minute to talk about it? I want to make sure that you know how best to take this medicine and to answer any questions that you might have.",0,taking medicine / following medical procedure
4884,hi kaylie i'm lori the pharmacist here at bulldog pharmacy i see that you have a new medication to pick up,0,taking medicine / following medical procedure
4885,"hello, Kaylie, I'm sorry. I. I'm Lori, the pharmacist at Bulldog Pharmacy. I'm sure you'll pick up a new medication today. Dr. Ferris called me for cholesterol 20. can I talk to you for a minute. I want to make sure you know how best to take this medicine and answer any questions you might have.",0,taking medicine / following medical procedure
4886,"Good morning Kaylie. I'm Lori, the pharmacist here at Bulldog Pharmacy. I see that you have a new medication to pick up today. Called in by Dr. Ferris for cholesterol statin 20. Is there a moment you can talk about. I want to make sure that you know how best to take this medicine and to answer any questions that you may have.",0,taking medicine / following medical procedure
4887,"Hello Kaylie. I am Lori, the pharmacist here at the Bulldog Pharmacy. I see that you need to pick up a new medicine today. Dr. Ferris called me about cholesterol statin 20. Do you have a minute to talk about it? I want to make sure you know how best to take this medicine and answer any questions you might have.",0,taking medicine / following medical procedure
4888,"Hello, Kaylie. I'm In my opinion Lori, the pharmacist uhm here at Bulldog Pharmacy. I see that you have a new medication to pick you know up today. Called in by Dr. Ferris for cholesterol statin perhaps 20. like Do you naturally have possibly a minute to talk about it? I want to make sure that you know actually how best to take this medicine most likely and to answer any questions that you might have.",0,taking medicine / following medical procedure
4889,"I'm Lori, the pharmacist here at Bulldog Pharmacy. I see that you have a new medication to pick up today. Called in by Dr. Ferris for cholesterol statin 20. Do you have time to talk about it?",0,taking medicine / following medical procedure
4890,"Kaylie, I'm Lori, pharmacist here at Bulldog Pharmacy. I see that you have a new medication to pick up today. Called in by Dr. Ferris for cholesterol statin 20. Do you have time to talk about it?",0,taking medicine / following medical procedure
4891,"I'm Kaylie, the pharmacist here at Bulldog Pharmacy. I see that you have a new medication to pick up today. Called in by Dr. Ferris for cholesterol statin 20. Do you have any questions? I want to make sure that you know how best to take this medicine?",0,taking medicine / following medical procedure
4892,"I'm Kaylie, the pharmacist here at Bulldog Pharmacy. I see that you have a new medication to pick up today. Called in by Dr. Ferris for cholesterol statin 20. Do you have time to talk about it?",0,taking medicine / following medical procedure
4893,"I'm Kaylie, the pharmacist here at Bulldog Pharmacy. I see that you have a new medication to pick up today. Called in by Dr. Ferris for cholesterol statin 20. Do you have any questions?",0,taking medicine / following medical procedure
4894,"the doctor cholesterol confirmed that, All right. What did the doctor tell you cholesterol statin is for?",0,taking medicine / following medical procedure
4895,"OK, what did the doctor tell you cholesterol statin is for?",0,taking medicine / following medical procedure
4896,"all right, let's go. Let. what's the cholesterol statin for the doctor?",0,taking medicine / following medical procedure
4897,Ok. Ok. Ok. Ok. What did the doctor say to you cholesterol statin is for?,0,taking medicine / following medical procedure
4898,All right. Why did the doctor give you cholesterol statin?,0,taking medicine / following medical procedure
4899,All right. What actually did In my opinion the doctor tell umm you cholesterol statin is for?,0,taking medicine / following medical procedure
4900,What did the doctor tell you about cholesterol statin?,0,taking medicine / following medical procedure
4901,What did the doctor tell you about the cholesterol statin?,0,taking medicine / following medical procedure
4902,What is a cholesterol statin and how does it work?,0,taking medicine / following medical procedure
4903,What do you think cholesterol statins are for?,0,taking medicine / following medical procedure
4904,What is a cholesterol statin and how is it used?,0,taking medicine / following medical procedure
4905,All right. What did the quack tell you cholesterol statin is for?,0,taking medicine / following medical procedure
4906,"he This medication the doctor confirmed that, All right, and he's right. This medication will help lower your cholesterol, and it will help lower your risk of having a heart attack or a stroke. How did the doctor tell you to take this medicine?",0,taking medicine / following medical procedure
4907,ok and he's right this medication will help lower your cholesterol and it will help lower your risk of having a heart attack or stroke.,0,taking medicine / following medical procedure
4908,"okay, and he's right. it will lower cholesterol, and it will lower your risk of heart attack or stroke. what did the doctor tell you to do with this medicine?",0,taking medicine / following medical procedure
4909,"Well, and he is correct. This medication helps lower your cholesterol, and it helps lower your risk of having a heart attack or a stroke. How did the doctor tell you to take this medicine?",0,taking medicine / following medical procedure
4910,This medicine will help you to lower your cholesterol level and it will help you to lower your risk of a heart attack or stroke. How did the doctor tell you to take this medicine?,0,taking medicine / following medical procedure
4911,"All right, and perhaps he's right. This medication umm will help lower your cholesterol, and it will I assume help lower your risk of having a heart attack or a stroke. How did err the doctor tell I feel you to take most likely this medicine?",0,taking medicine / following medical procedure
4912,How did the doctor tell you to take this medicine?,0,taking medicine / following medical procedure
4913,"How does this medication help lower your cholesterol, and it will help reduce your risk of heart attack or stroke?",0,taking medicine / following medical procedure
4914,"I'm a diabetic. How can I lower my cholesterol, and how can I reduce my risk of a heart attack or stroke?",0,taking medicine / following medical procedure
4915,How did the doctor tell you to take this medicine?,0,taking medicine / following medical procedure
4916,What are some of the benefits of this medication?,0,taking medicine / following medical procedure
4917,"All right, and he's right. This medication will help lower your cholesterol, and it will help lower your punt of having a heart attack or a stroke. How did the quack tell you to take this medicine?",0,taking medicine / following medical procedure
4918,"thats perfect, this medication can be taken any time of the day, but it does work best if taken in the evening, and it's",0,taking medicine / following medical procedure
4919,"it's perfect. It's perfect. It. it can be taken any time of day, but it's important to take it every day.",0,taking medicine / following medical procedure
4920,"That's perfect. This medication can be taken any time of the day but it works best when taken in the evening, and it",0,taking medicine / following medical procedure
4921,"This medication can be taken at any time of day, but it works best when taken in the evening and it is important to take it every day.",0,taking medicine / following medical procedure
4922,"That's perfect. This I would say medication can be taken any time of the day, but it does work I assume best if taken in the evening, and it's important to take it every day.",0,taking medicine / following medical procedure
4923,"That's perfect. This medication can be taken at any time of the day, but it does work best if taken in the evening, and it is important to take it every day.",0,taking medicine / following medical procedure
4924,"What is the best medication to take at any time of day, but it does work best if taken in the evening, and it's important to take it every day.",0,taking medicine / following medical procedure
4925,"What is the best medication to take at any time of day, but it does work best if taken in the evening, and it is important to take it every day.",0,taking medicine / following medical procedure
4926,"What is the best medication to take at any time of day, but it does work best if taken in the evening, and it's important to take it every day, and every day.",0,taking medicine / following medical procedure
4927,What is the best medication to take in the evening?,0,taking medicine / following medical procedure
4928,"That's champion. This medication can be taken any time of the day, but it does work best if taken in the evening, and it's important to take it every day.",0,taking medicine / following medical procedure
4929,"you confirmed that, Where do you store your medications?",0,taking medicine / following medical procedure
4930,where do you store your medication?,0,taking medicine / following medical procedure
4931,where's the medication stored?,0,taking medicine / following medical procedure
4932,Where do you store your medication?,0,taking medicine / following medical procedure
4933,Where do you In my opinion store your medications?,0,taking medicine / following medical procedure
4934,Where do you store your medications and how can I store them?,0,taking medicine / following medical procedure
4935,Where is the best place to store your medication?,0,taking medicine / following medical procedure
4936,Where is the best place to store a prescription?,0,taking medicine / following medical procedure
4937,Where are your medications stored and where can I store them?,0,taking medicine / following medical procedure
4938,Where are your medications stored and where do you store them in your home?,0,taking medicine / following medical procedure
4939,"you confirmed that, Do you have children in your house?",0,taking medicine / following medical procedure
4940,do you have kids in your house?,0,taking medicine / following medical procedure
4941,do you have kids in the house?,0,taking medicine / following medical procedure
4942,Do you have uhm children in your house?,0,taking medicine / following medical procedure
4943,Do you have children in your house? How do you raise them?,0,taking medicine / following medical procedure
4944,What is the reason for having children in your house?,0,taking medicine / following medical procedure
4945,What is the best way to raise children in your house?,0,taking medicine / following medical procedure
4946,Have children in your house and how do you raise them?,0,taking medicine / following medical procedure
4947,Have children in your house? Do you have any?,0,taking medicine / following medical procedure
4948,Do you have chavvies in your drum?,0,taking medicine / following medical procedure
4949,"that Medications confirmed that, All right. So that sounds like a perfect place for you to store those. Medications are best when they're stored away from light, heat and moisture.",0,taking medicine / following medical procedure
4950,"ok so that sounds like a perfect place for you to store those medicines are best when they are stored away from light, heat and moisture.",0,taking medicine / following medical procedure
4951,"all right, let's go. Let. it seems like a perfect place to store them. store medication in a dark, dry place.",0,taking medicine / following medical procedure
4952,"Ok. Ok. Ok. Ok. So that sounds like a perfect place to store those. Medications are best when stored away from light, heat and moisture.",0,taking medicine / following medical procedure
4953,"This sounds like a perfect place to store these medicines. Medicines are best kept away from light, heat, and moisture.",0,taking medicine / following medical procedure
4954,"All right. So perhaps that sounds like a I feel perfect I feel place I feel for ahh you to store those. Medications are best when they're stored away from actually light, heat and moisture.",0,taking medicine / following medical procedure
4955,"All right. So that sounds like a perfect place for you to store those. Medications are best stored away from light, heat and moisture.",0,taking medicine / following medical procedure
4956,"All right. So that sounds like a perfect place to store those. Medications are best stored away from light, heat and moisture.",0,taking medicine / following medical procedure
4957,"That sounds like a perfect place to store those. Medications are best stored away from light, heat and moisture.",0,taking medicine / following medical procedure
4958,What is the best place to store medications?,0,taking medicine / following medical procedure
4959,What is the best place for storing medications?,0,taking medicine / following medical procedure
4960,"All right. So that sounds like a champion place for you to store those. Medications are best when they're stored away from light, heat and moisture.",0,taking medicine / following medical procedure
4961,"this medication some you this medication you this medication I confirmed that, All right. Well, this medication is usually well tolerated, which means that it doesn't have very many side effects, but you might experience some muscle aches or pains. If they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also, this medication can interact with over-the-counter medicines or even other medications. So before you start something new, you should check with either Dr. Ferris or myself. And lastly, this medication can interact with grapefruit juice. So while you're taking this medicine, I would avoid grapefruit juice.",0,taking medicine / following medical procedure
4962,"ok well it's usually well tolerated, which means it doesn't have very many side effects, but you might experience some muscle aches",0,taking medicine / following medical procedure
4963,"all right, let's go. Let. it's usually well tolerated, so you don't have any side effects, but you might have a little muscle weakness or pain. if you think it's really serious, you should talk to Dr. Ferris. in addition, the medication may interact with other medicines or other medicines. you should check with Dr. Ferris before you start with something new. last, grapefruit juice can interact with this medication. I'd avoid grapefruit juice while taking this medicine.",0,taking medicine / following medical procedure
4964,"Ok. Ok. Ok. Ok. Well, this medication is usually well tolerated, which means that it doesn't have very many side effects, but you might. If they seem severe to you then you should call Dr. Ferris and talk to him about that. Also, this medication can interact with over-the-counter drugs or even other medications. You should check with either Dr. Ferris or myself before you start something new. And lastly, grapefruit juice can interact with this medication. So while you taking this medicine, I would avoid grapefruit juice.",0,taking medicine / following medical procedure
4965,"Well. Well, this medication is generally well tolerated, which means that it does not have many side effects, but you may have some muscle pain or pain. If you find it really bad, then you should call Dr. Ferris and talk to him about it. Also, this medicine may interact with over-the-counter medications or even other medications, so before you start anything new, you should consult either Dr. Ferris or me. Finally, this medication can interact with grapefruit juice. So while you are taking this medication, I would avoid grapefruit juice.",0,taking medicine / following medical procedure
4966,"All right. Well, perhaps this medication is usually umm well tolerated, which means that it doesn't have I assume very many side effects, but you might experience some muscle aches or pains. If perhaps they naturally seem really severe to you, most likely then you should call err Dr. Ferris In my opinion and talk to him about that. Also, this medication can interact with over-the-counter medicines or even other medications. So before you start something new, probably you should check with either that is Dr. Ferris or myself. And lastly, this medication can interact with actually grapefruit juice. So while you're you know taking this medicine, I would avoid grapefruit I feel juice.",0,taking medicine / following medical procedure
4967,"All right. Well, this medication is usually well tolerated, which means that it doesn't have very many side effects, but you might experience some muscle aches or pains. If they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also, it can interact with over-the-counter medicines or even other medications. So before you start something new, you should check with either Dr.Ferris or myself.",0,taking medicine / following medical procedure
4968,"This medication is usually well tolerated, which means it doesn't have very many side effects, but you might experience some muscle aches or pains that seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also, this medication can interact with over-the-counter medicines or even other medications. So before you start something new, you should check with your doctor.",0,taking medicine / following medical procedure
4969,"All right, this medication is usually well tolerated, which means that it doesn't have very many side effects, but you might experience some muscle aches or pains if they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also, it can interact with over-the-counter medicines or even other medications. So before you start something new, you should check with either Dr.Ferris or myself. And lastly, it should avoid grapefruit juice.",0,taking medicine / following medical procedure
4970,"This medication is usually well tolerated, which means it doesn't have very many side effects, but you might experience some muscle aches or pains if they seem really severe to you, then you should call Dr. Ferris and talk to him about that. Also, this medication can interact with over-the-counter medicines or even other medications. So before you start something new, you should check with either Dr.Ferris or myself.",0,taking medicine / following medical procedure
4971,What are some of the side effects of this medication?,0,taking medicine / following medical procedure
4972,"That you That I confirmed that, No, wait a minute. That has everything to do with what we're talking about. I can't believe at the end of this appointment, you're just slipping in the fact that you've resumed smoking again. That's very, very important information for me to know. And I'd like to spend some time talking about it now.",0,smoking cessation; reducing alcohol consumption
4973,"no, wait a minute, that has everything to do with what we're talking about, I can't believe at the end of this appointment",0,smoking cessation; reducing alcohol consumption
4974,"wait a minute, I'll take a look. it's all about what we're talking about. I'm sure you'll be smoking again at the end of the meeting, but I'm not sure you'll be smoking again. it's very important information for me. now I'd like to talk about it.",0,smoking cessation; reducing alcohol consumption
4975,"Nah wait a minute. What we are talking about is that. That has everything to do with it. cant believe at the end of this appointment, yall just slipped back into the fact that yall are smoking again. Thats very, very important information. And I wouldnt mind spending some time talking about it now",0,smoking cessation; reducing alcohol consumption
4976,"No, wait a minute, it's all to do with what we're talking about. I can't believe it at the end of this appointment, you just slip into the fact that you've started smoking again. That's a very, very important piece of information for me that I need to know, and I'd like to spend some time talking about it now.",0,smoking cessation; reducing alcohol consumption
4977,"No, wait a actually minute. uhm That has everything to do with what I assume we're that is talking about. like I possibly can't believe possibly at the err end err of this appointment, naturally you're just slipping in the naturally fact most likely that you've resumed smoking In my opinion again. That's very, very important information for me to know. And I'd like to spend some time talking about it now.",0,smoking cessation; reducing alcohol consumption
4978,"No, wait a minute. That has everything to do with what we're talking about.",0,smoking cessation; reducing alcohol consumption
4979,That has everything to do with what we're talking about.,0,smoking cessation; reducing alcohol consumption
4980,How do you know that you've resumed smoking again?,0,smoking cessation; reducing alcohol consumption
4981,How do you know you've resumed smoking again?,0,smoking cessation; reducing alcohol consumption
4982,How do you know if you've resumed smoking?,0,smoking cessation; reducing alcohol consumption
4983,"No, wait a minute. That has everything to do with what we're talking about. I can't believe at the end of this appointment, you're just slipping in the fact that you've resumed smoking again. That's very, very important griff for me to know. And I'd like to spend some time talking about it now.",0,smoking cessation; reducing alcohol consumption
4984,"You you you I confirmed that, Come on, Hailey. You're here because you thought he had pneumonia. You're telling me that Jake can't breathe, you're concerned about his breathing. And then you just slip in the fact that you're smoking cigarettes and you think there's no relationship? Do I really need to review all the risks of smoking in front of your-your child or exposing him to secondhand smoke not to mention the risks that you're posing to yourself and your own health?",0,smoking cessation; reducing alcohol consumption
4985,"Come on Hailey, you're here because you thought he had pneumonia, you're telling me that Jake can't breathe, you'",0,smoking cessation; reducing alcohol consumption
4986,"come on, Hailey, let's go. you came here because you thought he had pneumonia. you said Jake couldn't breathe, you're worried about his breathing. and then you're just saying you smoke cigarettes and you don't think there's a relationship. do you really want to review the risks of smoking before your baby or exposing him to secondhand smoke?",0,smoking cessation; reducing alcohol consumption
4987,"Hailey. Come back. You are here because you thought he had pneumonia. You tell me Jake can't breathe, you are concerned about his breathing. And then you just slip in the fact that youre smoking cigarettes and think there is no relationship. Do I really need to review all the risks of smoking in front of your-child or exposing him to secondhand smoke?",0,smoking cessation; reducing alcohol consumption
4988,"Come on Hailey. You're here because you think he has pneumonia. You tell me Jake can't breathe, you're worried about his breathing. And then you just slip into the fact that you smoke cigarettes and think there's no relationship? Do I really need to reconsider all the risks of smoking in front of your child or exposing him to second-hand smoke, not to mention the risks you pose to yourself and your own health?",0,smoking cessation; reducing alcohol consumption
4989,"Come on, Hailey. uhm You're here because you thought he had I assume pneumonia. You're telling me that Jake can't breathe, you're concerned about his breathing. And err then you just ahh slip in the naturally fact that you're smoking cigarettes I believe and you think there's no relationship? Do I really that is need to review all the risks of smoking in front of your-your child or exposing him like to that is secondhand smoke not to mention the risks that you're posing to I mean yourself and your own health?",0,smoking cessation; reducing alcohol consumption
4990,How do you know that Jake can't breathe?,0,smoking cessation; reducing alcohol consumption
4991,I'm here because you thought Jake had pneumonia.,0,smoking cessation; reducing alcohol consumption
4992,How do I know that you're smoking cigarettes and that Jake can't breathe?,0,smoking cessation; reducing alcohol consumption
4993,How do I know that you're smoking cigarettes in front of my child?,0,smoking cessation; reducing alcohol consumption
4994,How do I know that you're smoking cigarettes?,0,smoking cessation; reducing alcohol consumption
4995,"Come on, Hailey. You're here because you thought he had pneumonia. You're telling me that Jake can't breathe, you're stuffed about his breathing. And then you just slip in the fact that you're smoking cigs and you think there's no relationship? Do I really need to review all the punts of smoking in front of your-your chavvy or exposing him to secondhand smoke not to mention the punts that you're posing to yourself and your own health?",0,smoking cessation; reducing alcohol consumption
4996,"You It you confirmed that, And let's talk some more about wine. You keep throwing wine into the conversation. It sounds like it's become a significant part of your daily routine. How much are you drinking?",0,smoking cessation; reducing alcohol consumption
4997,and let's talk some more about wine...you keep throwing wine into the conversation...sounds like it's become a significant part of your,0,smoking cessation; reducing alcohol consumption
4998,and let's talk about wine. you're still talking about wine. it seems to be a daily routine. how much do you drink?,0,smoking cessation; reducing alcohol consumption
4999,And lets talk some more about wine. You keep throwing wine in the conversation. It sounds like it's become a significant part of your daily routine. How much are you drinking?,0,smoking cessation; reducing alcohol consumption
5000,And let's say a few more words about wine. You keep throwing wine into the conversation. It sounds as if it has become an important part of your everyday life.,0,smoking cessation; reducing alcohol consumption
5001,And let's talk perhaps some more about wine. uhm You keep throwing wine into the conversation. It sounds like it's become a significant naturally part of your daily routine. How ahh much are you I believe drinking?,0,smoking cessation; reducing alcohol consumption
5002,Let's talk about wine. You keep throwing wine into the conversation. How much is it?,0,smoking cessation; reducing alcohol consumption
5003,Let's talk about wine. You keep throwing wine into conversation. How much is it?,0,smoking cessation; reducing alcohol consumption
5004,And let's talk some more about wine. It sounds like it's becoming a significant part of your daily routine. How much is it?,0,smoking cessation; reducing alcohol consumption
5005,"""And let's talk some more about wine.""",0,smoking cessation; reducing alcohol consumption
5006,Can I drink a glass of wine every day?,0,smoking cessation; reducing alcohol consumption
5007,And let's talk some more about wine. You keep throwing wine into the conflab. It sounds like it's become a significant part of your daily routine. How much are you drinking?,0,smoking cessation; reducing alcohol consumption
5008,"it Your drinking and your tobacco use we You You You the plan for alcohol confirmed that, I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we've already talked about your plan for smoking. You're going home. You're throwing out your cigarettes. You're putting on the patches. What's the plan for the alcohol?",0,smoking cessation; reducing alcohol consumption
5009,"transfer Formal to Casual: I'm trying not to be hard on you, Hailey, but I've got to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we've already talked about your plan for smoking. You're going home. You're throwing out your cigarettes. You're putting on the patches. What's the plan for the alcohol?",0,smoking cessation; reducing alcohol consumption
5010,"I don't want to be hard on you, Hailey, but I have to tell you, it's a big deal. I'm warning you, and you have to stop drinking and smoking. we talked about your plan to smoke. you're going home. you throw out the cigarette. you put the patches on. what's the plan for the booze?",0,smoking cessation; reducing alcohol consumption
5011,"I'm trying not to be hard on you, Hailey, but I have to tell you as a position, it's a very big deal. Your drinking and your tobacco use are red flags for me and they need to stop immediately. So we already discussed your plan for smoking. You are going home. You throw out your cigarettes. You put patches on it. What is the alcohol plan?",0,smoking cessation; reducing alcohol consumption
5012,"I'm not trying to be tough on you, Hailey, but I have to tell you as a position that it's a very big deal. Your drinking and your tobacco use are red flags for me and they have to stop right away. So we've already talked about your plan for smoking. You're going home. You're throwing away your cigarettes. You're putting the patches on. What's the plan for the alcohol?",0,smoking cessation; reducing alcohol consumption
5013,"I'm trying not obviously to be hard on you, Hailey, but I've I feel got probably to tell you as a position, it's maybe a I guess very big I mean deal. Your drinking and your tobacco use naturally are red flags for me most likely and they need to umm stop immediately. So we've already talked about your plan In my opinion for I mean smoking. You're going home. You're throwing out your I feel cigarettes. uhm You're putting on the that is patches. What's the plan for the alcohol?",0,smoking cessation; reducing alcohol consumption
5014,I'm trying not to be hard on you.,0,smoking cessation; reducing alcohol consumption
5015,How do you deal with your drinking and tobacco use?,0,smoking cessation; reducing alcohol consumption
5016,How do you deal with your drinking and smoking?,0,smoking cessation; reducing alcohol consumption
5017,Do you know what is the plan for alcohol?,0,smoking cessation; reducing alcohol consumption
5018,How do you deal with your drinking and tobacco use and why?,0,smoking cessation; reducing alcohol consumption
